tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N703AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-fan
N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N703UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N705UW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N707SK,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-fan
N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N709BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N712JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N712SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N712US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N713AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-fan
N713SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N71411,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N714CB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N714US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N715JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N715SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N715SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N716SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N716UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N717JL,2002,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N717SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N718SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N719SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N720WN,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N721UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N723SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N723UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N72405,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N724SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N724UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N725SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N726SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N726SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N727SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N727SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N728SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N728SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N729JB,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N729SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N730SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N730SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N731SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N73251,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73256,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73259,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73270,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73275,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73276,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73278,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73283,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73291,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N73299,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N732SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N732SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N732US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N733SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N73406,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N73445,2011,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N734SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N735SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N736SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N737JW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N737US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N738CB,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N738SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N739GB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N740SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N740SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N741SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N742PS,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N742SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N742SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N743SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N743SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N744SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N744SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N745SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N745SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N746JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N746SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N746SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N747SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N747UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N748SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N748SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N748UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N749SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N749US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N750SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N750SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N750UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N751SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N751SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N751UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N752SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N752SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N753SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N753SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N753US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N75410,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N75425,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N75428,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N75432,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N75433,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N75436,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N754SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N754SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N754UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N755SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N755SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N755US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N756SA,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N756SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N756US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N757LV,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N757UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N758SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N758SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N759GS,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N760JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N760SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N760SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N761RR,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N76254,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76265,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76269,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76288,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N762SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N762SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N762US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N763JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N763SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N763SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N764SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N764SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N764US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N76502,2006,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76503,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76504,2006,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76505,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76508,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76514,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76515,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76516,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76517,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76519,2009,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76522,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76523,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76526,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76528,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76529,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76532,2016,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N76533,2016,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N765SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N765SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N766JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N766SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N766SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N766US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N767AS,1992,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-fan
N767SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N767SW,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N768JB,2009,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N768SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N768SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N768US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N769SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N769US,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N7701B,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7702A,2004,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7703A,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7704B,2004,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7705A,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7706A,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7707C,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7708E,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7709A,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N770SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N770SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N770UW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N7710A,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7711N,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7712G,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7713A,2005,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7714B,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7715E,2005,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7716A,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7717D,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7718B,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7719A,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N771SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N771SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N7720F,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7721E,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7722B,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7723E,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7724A,2009,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77258,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N7725A,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N77261,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N7726A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7727A,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N77286,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N7728D,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77295,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77296,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N7729A,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N772SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N772SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N7730A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7731A,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7732A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7733B,2006,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7734H,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7735A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7736A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7737E,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7738A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7739A,2006,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N773SA,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N773SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N7740A,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7741C,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7742B,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77430,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N77431,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N7743B,2008,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7744A,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7745A,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7746C,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7747C,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7748A,2007,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N7749B,2009,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N774SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N774SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N7750A,2008,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77510,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77518,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N7751A,2008,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77520,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77525,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N7752B,2008,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N77530,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77535,2016,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77536,2016,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N77537,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N77538,2016,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N77539,2017,Fixed wing multi engine,BOEING,737-800,2,189,NA,Turbo-fan
N775JB,2009,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N775SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N776SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N776WN,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N777QC,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N778SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N778SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N779CA,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N779JB,2009,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N779SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N779SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N780SK,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N780SW,2000,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N7811F,2001,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7812G,NA,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N7813P,2001,Fixed wing multi engine,BOEING,737-7K9,2,149,NA,Turbo-fan
N7814B,2001,Fixed wing multi engine,BOEING,737-7K9,2,149,NA,Turbo-fan
N7815L,2003,Fixed wing multi engine,BOEING,737-76Q,2,149,NA,Turbo-fan
N7816B,NA,Fixed wing multi engine,BOEING,737-7L9,2,149,NA,Turbo-fan
